"ID_plot","Agelena_labyrinthica","Eratigena_agrestis","Tegenaria_silvestris","Amaurobius_ferox","Anyphaena_accentuata","Argiope_bruennichi","Cercidia_prominens","Hypsosinga_albovittata","Mangora_acalypha","Atypus_affinis","Clubiona_comta","Clubiona_corticalis","Clubiona_neglecta","Clubiona_pallidula","Clubiona_terrestris","Argenna_subnigra","Dictyna_arundinacea","Dysdera_crocata","Harpactea_rubicunda","Cheiracanthium_virescens","Callilepis_nocturna","Drassodes_lapidosus","Drassodes_pubescens","Drassyllus_praeficus","Drassyllus_pumilus","Drassyllus_pusillus","Gnaphosa_bicolor","Haplodrassus_dalmatensis","Haplodrassus_signifer","Haplodrassus_silvestris","Micaria_dives","Micaria_fulgens","Zelotes_aeneus","Zelotes_clivicola","Zelotes_electus","Zelotes_latreillei","Zelotes_longipes","Zelotes_petrensis","Zelotes_subterraneus","Hahnia_nava","Abacoproeces_saltuum","Acartauchenius_scurrilis","Agyneta_affinis","Meioneta_fuscipalpa","Agyneta_rurestris","Araeoncus_humilis","Bathyphantes_gracilis","Bathyphantes_parvulus","Centromerita_concinna","Centromerus_capucinus","Centromerus_prudens","Centromerus_sylvaticus","Ceratinella_brevis","Cnephalocotes_obscurus","Dicymbium_nigrum_brevisetosum","Dicymbium_tibiale","Diplocephalus_latifrons","Diplostyla_concolor","Entelecara_acuminata","Erigone_atra","Erigone_dentipalpis","Erigonella_hiemalis","Erigonoplus_foveatus","Gongylidiellum_latebricola","Linyphia_hortensis","Linyphia_triangularis","Mermessus_trilobatus","Metopobactrus_prominulus","Microlinyphia_pusilla","Microneta_viaria","Neriene_clathrata","Oedothorax_apicatus","Oedothorax_retusus","Ostearius_melanopygius","Palliduphantes_pallidus","Pelecopsis_parallela","Pelecopsis_radicicola","Pocadicnemis_juncea","Pocadicnemis_pumila","Stemonyphantes_lineatus","Styloctetor_romanus","Tallusia_experta","Tapinocyba_insecta","Tapinocyba_praecox","Tenuiphantes_flavipes","Tenuiphantes_mengei","Tenuiphantes_tenuis","Tiso_vagans","Trematocephalus_cristatus","Trichopterna_cito","Troxochrus_scabriculus","Typhochrestus_digitatus","Walckenaeria_acuminata","Walckenaeria_alticeps","Walckenaeria_antica","Walckenaeria_atrotibialis","Walckenaeria_cucullata","Walckenaeria_dysderoides","Walckenaeria_furcillata","Walckenaeria_obtusa","Walckenaeria_stylifrons","Agroeca_brunnea","Agroeca_cuprea","Agroeca_lusatica","Agroeca_proxima","Liocranoeca_striata","Scotina_celans","Alopecosa_cuneata","Alopecosa_barbipes","Alopecosa_pulverulenta","Alopecosa_schmidti","Alopecosa_trabalis","Arctosa_leopardus","Arctosa_lutetiana","Aulonia_albimana","Pardosa_agrestis","Pardosa_alacris","Pardosa_amentata","Pardosa_palustris","Pardosa_prativaga","Pardosa_pullata","Pardosa_saltans","Piratula_hygrophila","Trochosa_ruricola","Trochosa_terricola","Xerolycosa_miniata","Xerolycosa_nemoralis","Philodromus_cespitum","Philodromus_collinus","Philodromus_albidus","Thanatus_arenarius","Thanatus_sabulosus","Phrurolithus_festivus","Pisaura_mirabilis","Aelurillus_v.insignitus","Attulus_distinguendus","Attulus_saltator","Ballus_chalybeius","Euophrys_frontalis","Evarcha_arcuata","Evarcha_falcata","Heliophanus_cupreus","Heliophanus_flavipes","Pellenes_tripunctatus","Phlegra_fasciata","Sibianor_tantulus","Sittiflor_zimmermanni","Synageles_venator","Talavera_aequipes","Talavera_aperta","Talavera_petrensis","Segestria_senoculata","Pachygnatha_clercki","Pachygnatha_degeeri","Tetragnatha_extensa","Asagena_phalerata","Crustulina_guttata","Enoplognatha_thoracica","Euryopis_flavomaculata","Neottiura_bimaculata","Phylloneta_impressa","Robertus_lividus","Theridion_uhligi","Misumena_vatia","Ozyptila_claveata","Ozyptila_praticola","Ozyptila_scabricula","Ozyptila_trux","Xysticus_bifasciatus","Xysticus_cristatus","Xysticus_erraticus","Xysticus_kochi","Xysticus_lanio","Xysticus_luctator","Xysticus_luctuosus","Xysticus_ninnii","Xysticus_robustus","Xysticus_striatipes","Zodarion_italicum","Zodarion_rubidum","Zora_silvestris","Zora_spinimana"
"Nl_214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,0,0,0,0,80,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,1,73,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,51,0,0,0,0,0,0,0,0,0,0
"Nl_55",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,11,0,1,13,0,0,0,0,0,3,0,6,0,0,1,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,98,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,12,0,0,0,5,0,0,0,0,2,0,20,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,10,0,43
"Nl_56",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0
"Nm_02",1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,2,0,1,0,0,2,13,0,6,0,2,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,1,0,4,2,3,0,0,2,0,0,0,0,1,12,0,0,4,0,0,5,0,0,0,0,0,3,0,26,0,0,0,0,0,0,104,0,1,0,0,155,0,1,9,3,2,0,1,0,0,4,1,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,1
"Nm_05",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,3,2,1,1,5,1,3,0,0,12,0,2,0,0,0,24,0,2,0,0,4,0,0,5,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,23,7,19,0,0,0,0,0,0,10,0,1,0,0,5,0,2,22,23,1,0,0,0,44,0,18,0,0,0,0,0,0,0,1,0,1,1,3,0,0,0,4,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,1,4,0,0,2,0,7,0,0,0,0,3,11,0,128,0,1
"Nm_07",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,92,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,114,0,1,0,0,0,1,0,0,0,0,0,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0
"Nm_09",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,9,0,2,0,0,1,0,4,0,1,3,0,0,0,0,0,2,0,0,2,0,2,0,0,32,0,66,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,107,0,0,0,0,13,0,0,2,0,0,0,50,0,0,6,3,1,0,0,0,0,0,18,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,7,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,9,0,4,0,0,0,0,0,0,0,15,0,1
"Nm_201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44,0,6,0,0,0,1,0,0,8,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0
"Nm_202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,29,0,0,0,0,0,1,120,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,25,0,0,0,0,0,0,0,0,0,0
"Oh_01",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,0,9,6,3,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,22,0,11,0,0,0,0,2,0,0,1,0,0,1,0,18,29,0,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,21,0,0,0,0,0,4,0,0,0,0
"Oh_02",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,2,1,7,0,4,5,0,0,0,0,0,8,0,3,1,0,18,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,25,0,0,0,0,0,0,0,0,33,3,0,0,0,24,1,84,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,19,0,0,0,0,0,4,0,1,0,0
"Oh_03",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,8,1,0,0,0,7,0,0,0,0,0,2,0,2,1,0,2,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,45,3,0,0,0,0,0,0,0,0,16,0,0,0,0,1,1,76,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22,0,0,0,43,1,5,0,0,0,0
"Oh_04",1,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,12,0,0,10,5,0,0,0,0,13,12,1,4,0,21,0,0,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,1,7,1,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,10,0,23,0,11,0,0,6,0,0,0,2,1,0,53,0,4,22,18,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,20,18,4,36,0,6,0,0,0,0,0,0,2,1
"Oh_07",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,7,5,2,0,6,8,3,0,0,0,0,13,0,4,5,0,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,14,0,1,0,0,0,0,0,0,1,0,0,0,0,4,0,4,12,63,5,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,4,0,0,0,1,0,0,3,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0
"Oh_10",0,0,0,0,7,0,0,2,1,6,0,0,0,0,1,2,0,0,16,0,0,6,0,2,0,0,0,1,18,30,0,10,0,2,0,1,0,1,9,2,7,0,1,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,1,0,13,0,0,0,1,1,2,0,0,0,0,0,0,0,1,2,1,0,0,0,2,1,0,1,0,0,1,0,0,2,0,24,0,0,0,0,0,0,122,2,0,0,0,313,0,1,4,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,0,0,0,0,0,0,1,0,0,0,3,12,2,0,0,1,0,11,0,0,1,0,5
"Oh_12",0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,26,4,0,0,1,0,0,0,9,0,4,0,0,18,0,0,0,0,0,1,0,0,0,1,8,3,0,3,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,1,0,0,0,0,0,59,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,12,0,0,0,0,0,0,0,0,154,0,2,0,0,3,0,66,12,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,21,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,20,0,29,0,0,0,0,0,0,0,0,0,0
"Ol_03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,3,0,0,1,2,1,0,0,0,2,2,0,2,3,0,5,0,35,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,26,0,0,1,1,0,1,0,0,2,0,0,0,0,1,26,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,18,0,15,0,6,0,0,1,1,0,0,2,0,0,72,0,4,6,57,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,28,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,24,4,9,0,0,0,0,0,0,0,0,0,3
"Ol_06",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,7,2,6,0,1,0,12,1,0,0,0,0,0,3,0,3,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,11,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,33,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,1,0,75,0,1
"Ol_11",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,5,0,9,0,2,0,0,4,0,1,4,0,1,1,1,0,9,0,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,8,1,2,0,3,0,0,0,0,25,0,0,0,0,19,0,4,14,2,5,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,1,1,2
"Ol_16",4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,5,0,0,1,0,0,0,0,0,18,3,2,5,2,1,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,34,0,28,0,1,0,0,0,0,2,0,9,0,0,20,0,3,3,181,1,0,1,0,2,0,2,1,0,0,0,0,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,13,1,12,0,1,0,0,0,22,0,0,0,2
"Ol_50",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,3,1,10,1,8,0,0,0,0,5,0,0,0,0,0,3,0,1,0,0,2,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,9,4,2,1,0,0,0,0,0,0,0,1,0,0,5,0,5,6,129,19,0,0,0,1,0,0,3,0,0,0,1,1,0,0,0,0,0,12,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ol_55",1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,5,0,1,0,2,0,2,0,0,5,1,0,0,0,0,8,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,20,5,0,0,0,0,1,0,1,0,31,0,0,2,0,2,2,469,30,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,13,0,0,0,1,4,36,0,0,0,0
"Om_02",0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,8,0,0,0,1,0,7,1,16,0,6,0,1,2,1,1,1,0,0,6,6,1,1,2,12,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,26,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,124,0,6,0,0,0,0,0,0,4,0,40,13,0,5,7,52,2,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,18,0,12,0,1,0,0,0,0,0,0,0,0,0,0,3,14,3,13,0,0,0,0,0,0,0,0,0,2
"Om_05",0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,5,0,25,0,0,6,0,0,2,0,0,3,0,0,0,0,22,0,0,11,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,209,14,10,5,0,2,11,207,51,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,26,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,43,0,27,0,0,0,0,0,0,0,0,0,1
"Om_06",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,9,0,0,20,0,0,1,0,0,7,2,1,2,0,2,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,11,16,0,1,0,0,1,0,0,0,0,2,5,0,0,4,19,37,9,0,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,19,0,0,0,1,0,0,1,1,0,0
"Om_08",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,0,8,0,0,7,2,0,0,0,0,4,0,1,2,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,8,3,0,0,0,0,2,0,0,0,43,0,1,0,0,4,2,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4,0,96,0,2,0,0,0,0,0,0,0,0,0,0,0,17,0,29,0,0,0,0,0,1,0,0,0,0
"Om_15",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,28,0,0,0,0,0,0,0,3,0,5,0,0,6,0,0,0,0,0,0,1,4,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11,1,0,1,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,18,0,0,1,2,0,0,0,0,284,0,14,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,27,0,4,0,0,0,0,0,0,0,0,0,0,1,5,2,38,0,0,0,0,0,4,0,0,0,0
