"prey","ogreen","ogreen.obs","sp.obs","beta","low95","low75","high75","high95","site"
135,0,0.003755813,92.8430287011874,46.4423896955273,-8.21440317551217,15.4829528143558,75.9679768556645,96.9055666643606,"be10"
135,0.0356625545,0.147960262,134.910624286191,48.2149876113443,-6.08042546393135,17.5163242220191,77.547056301326,98.3629351011139,"be11"
135,0.071325109,0.116351677,75.4781700196089,49.9298439743675,-4.7020124503104,19.3001705350989,79.5495031988777,100.021593047152,"be12"
135,0.1069876635,0.062367094,113.027060432772,51.6642568554987,-3.42460228774105,20.7864860879851,81.1578250339095,102.209685882526,"be13"
135,0.142650218,0.517760575,128.436605300249,53.2708935715873,-1.21294105804326,22.6977211454881,82.7957888007949,103.649215420938,"be14"
135,0.1783127725,0.692938283,51.1172315687977,55.2748966516453,0.939054236602681,24.309662771926,84.6193447389848,105.197389291612,"be15"
135,0.213975327,0.0960477,91.3273946512333,57.1975092699862,1.95010413283837,25.8833417923604,86.5746686285387,107.667809497684,"be16"
135,0.2496378815,0.998551526,62.8114200607866,58.6862006587838,3.23595152775048,27.6650469728364,88.4882406776044,109.313977341367,"be17"
135,0.285300436,0.24924503,129.251645902354,60.4731228232259,5.03705783363715,29.2931203020013,90.3471771477389,111.04073109736,"be18"
135,0.3209629905,0.020357884,116.221265229209,62.2689440256669,7.11643911327506,31.2805583400285,92.2448939745028,113.489549628798,"be19"
135,0.356625545,0,136.288295944185,63.9631208454361,7.89118282539461,32.1115244157397,94.2583609188447,115.484375347685,"be2"
135,0.3922880995,0.001400497,42.0892228596357,65.6170289237584,9.16513073427883,33.6626782417678,96.3259707850639,117.540065122641,"be20"
135,0.427950654,0.521240723,114.606994436392,67.9239095372704,10.7042514553197,35.3723111368115,98.2136777726849,119.91021250363,"be21"
135,0.4636132085,0,75.6690188754914,69.5477666653051,11.4266001138752,36.8614933202797,100.347173803994,122.012355909845,"be22"
135,0.499275763,0,73.0961275957871,71.1885867607525,13.9083729130035,38.1568782636275,102.358425927006,124.743019672192,"be23"
135,0.5349383175,0.100172688,83.8031367373695,73.0206369357259,14.2831002063083,40.1043437872506,104.21339546985,126.793540270173,"be24"
135,0.570600872,0.097900501,72.6147370450266,74.8422642892701,15.2962689059307,41.1294447696697,106.533383388784,128.617144610503,"be25"
135,0.6062634265,0.161549929,87.3847723303344,76.5480613790002,17.0367066949051,42.9194049684751,108.679533596659,130.748818585883,"be26"
135,0.641925981,0.027212924,91.4812775394335,78.419041405924,18.4078499325978,44.2758592794921,110.852340146456,133.448131906783,"be27"
135,0.6775885355,0.038631376,69.7940586280103,80.1305510746702,19.4670597138509,45.2004300138053,113.129721059286,136.152120236054,"be28"
135,0.71325109,0.055907766,64.6825508609248,81.886691275038,20.6567419477134,47.1924168746873,115.108618143821,138.073482495053,"be29"
135,0.7489136445,0.127707312,86.6994755330013,84.0349290854841,21.2380784481325,48.5397412259097,117.461315897066,140.96453449745,"be3"
135,0.784576199,0.290718668,41.883222309447,85.6361253125548,22.2287081431017,49.8438839102761,119.912029374623,144.192260441236,"be30"
135,0.8202387535,0.07153672,139.117779889373,86.8313003248289,23.6077381618719,50.5430860799877,121.714510900896,146.048750865056,"be4"
135,0.855901308,0.004747648,63.9065928225897,89.0240242300057,24.3082201341439,52.1653449164452,123.847370444242,148.953866020141,"be5"
135,0.8915638625,0.01467517,49.8981685569708,90.6791453063492,26.069920685033,53.7524482215031,126.02830240552,151.127571391685,"be6"
135,0.927226417,0.00245264,134.032147963155,92.6710721634554,27.1245604075854,55.1178957731553,128.759920608068,153.380772714043,"be7"
135,0.9628889715,0,67.3112250518556,94.326699465097,27.3822079493302,55.9130006885936,130.98987489086,156.832682092953,"be8"
135,0.998551526,0.021666845,95.0979757675994,96.120878691825,28.4672457682663,57.0325359832354,133.302247260919,158.938234505703,"be9"
199.068965517241,0,0.003755813,92.8430287011874,56.0190312781421,-0.528279141284629,24.0535095138939,87.2698329323125,109.178341640317,"be101"
199.068965517241,0.0356625545,0.147960262,134.910624286191,57.8185869959977,1.35890918173711,25.8001648327855,88.3699009189194,110.104420896659,"be111"
199.068965517241,0.071325109,0.116351677,75.4781700196089,59.0391304651875,2.07224095222345,27.1444548556929,89.3342642825152,110.937014501671,"be121"
199.068965517241,0.1069876635,0.062367094,113.027060432772,60.4890506220819,4.26067939361091,28.9002278358578,90.4317566690904,112.138036638117,"be131"
199.068965517241,0.142650218,0.517760575,128.436605300249,62.368220887104,6.1673000000285,30.6518127135546,92.5463448973132,113.678239837042,"be141"
199.068965517241,0.1783127725,0.692938283,51.1172315687977,63.6445621971279,7.3757745218583,31.9400849020496,93.2881985673442,114.479366526517,"be151"
199.068965517241,0.213975327,0.0960477,91.3273946512333,65.0462419516139,9.16325849313287,33.4079707243119,94.9998795206535,116.297008423428,"be161"
199.068965517241,0.2496378815,0.998551526,62.8114200607866,66.3921714471725,10.7873503170378,35.0245839399464,96.2607540070561,117.484751785517,"be171"
199.068965517241,0.285300436,0.24924503,129.251645902354,67.8546717893401,11.995689709182,36.423307642613,97.6554753903463,118.516959790692,"be181"
199.068965517241,0.3209629905,0.020357884,116.221265229209,69.2459154394664,13.4502095322774,37.5986714987141,98.8709179758519,119.960859992527,"be191"
199.068965517241,0.356625545,0,136.288295944185,70.5981878149611,15.0982506071416,39.2667153580902,100.439332420438,121.546971274851,"be210"
199.068965517241,0.3922880995,0.001400497,42.0892228596357,72.3077238906867,16.8080718816324,40.5915267445066,102.392969516536,123.753886147491,"be201"
199.068965517241,0.427950654,0.521240723,114.606994436392,73.6536065494265,17.5648086675708,42.0092379606793,103.522148282521,124.993170009533,"be211"
199.068965517241,0.4636132085,0,75.6690188754914,74.9598364700403,18.7847170040735,43.1173901129356,105.157541393733,126.539674336937,"be221"
199.068965517241,0.499275763,0,73.0961275957871,76.4042138071933,19.9013580519388,44.5309570168415,106.648402756308,127.611676168508,"be231"
199.068965517241,0.5349383175,0.100172688,83.8031367373695,78.0450650573544,21.1765456113623,46.0628596663471,108.235287293694,129.52505041914,"be241"
199.068965517241,0.570600872,0.097900501,72.6147370450266,79.5058726218721,22.2409428335563,47.036727035337,110.034469003344,131.104232256755,"be251"
199.068965517241,0.6062634265,0.161549929,87.3847723303344,80.489479978008,23.9986804123224,48.5362080067464,111.444762408646,133.619447759675,"be261"
199.068965517241,0.641925981,0.027212924,91.4812775394335,82.1482454350708,24.229998787486,49.7180869653696,113.327307296772,135.304487693766,"be271"
199.068965517241,0.6775885355,0.038631376,69.7940586280103,83.6304201986065,24.9725005584312,50.7352390954092,114.694441214877,136.593876904928,"be281"
199.068965517241,0.71325109,0.055907766,64.6825508609248,85.2656400886482,26.4280312528726,51.6774095583247,116.921377652048,138.763413735407,"be291"
199.068965517241,0.7489136445,0.127707312,86.6994755330013,86.6347250124155,27.7730480762206,53.4479194659953,118.21097577949,140.340757335297,"be31"
199.068965517241,0.784576199,0.290718668,41.883222309447,87.8813166109304,28.038217200763,53.8279226257745,120.190342205524,142.766184626423,"be301"
199.068965517241,0.8202387535,0.07153672,139.117779889373,89.1848498948006,29.0328745129992,55.0338921521913,121.870420684738,144.407358892142,"be41"
199.068965517241,0.855901308,0.004747648,63.9065928225897,90.8496076654411,30.0712518189384,56.4356670669847,123.80947177499,146.905650677754,"be51"
199.068965517241,0.8915638625,0.01467517,49.8981685569708,91.9846082789015,31.2075428725909,57.1499173523118,125.348725647007,148.801457832499,"be61"
199.068965517241,0.927226417,0.00245264,134.032147963155,93.5893550815705,31.2865452574907,58.2652447079379,127.501314201719,151.317569827506,"be71"
199.068965517241,0.9628889715,0,67.3112250518556,94.9139768722539,32.5731729797735,59.304215920017,129.395311167045,153.680284603949,"be81"
199.068965517241,0.998551526,0.021666845,95.0979757675994,96.3516504108156,33.0369497114362,59.9151513242581,131.207198337977,155.707105519394,"be91"
365,0,0.003755813,92.8430287011874,81.8966894287004,-7.27977704793671,29.7612965508706,133.13579987778,168.81164895059,"be102"
365,0.0356625545,0.147960262,134.910624286191,82.357855456202,-4.08129438820493,32.2289970122579,131.579434273724,166.930375267956,"be112"
365,0.071325109,0.116351677,75.4781700196089,82.6654375052566,-0.673259368317669,34.346091174961,130.741243015927,164.026273771719,"be122"
365,0.1069876635,0.062367094,113.027060432772,83.7310422180901,2.34179614526449,36.6905161130204,129.394540112445,161.608903117291,"be132"
365,0.142650218,0.517760575,128.436605300249,83.9639733892974,5.27745216155571,38.3426328276995,128.547296027068,159.567049572075,"be142"
365,0.1783127725,0.692938283,51.1172315687977,84.8178366515257,8.75342673243472,40.8423520489854,127.087429256834,156.842669901539,"be152"
365,0.213975327,0.0960477,91.3273946512333,85.1823953385012,11.8841751812355,43.4734476415249,126.40283362659,154.728983127794,"be162"
365,0.2496378815,0.998551526,62.8114200607866,85.7080146117721,15.0386504956888,44.7513718508021,125.175191708939,153.567023730356,"be172"
365,0.285300436,0.24924503,129.251645902354,86.4059855931577,17.935601569743,46.609867983621,124.316437535014,151.392543534219,"be182"
365,0.3209629905,0.020357884,116.221265229209,86.7962487674382,19.6095782462405,48.3499315278158,123.340026656759,149.307899951711,"be192"
365,0.356625545,0,136.288295944185,87.2379922844828,22.9954960920732,50.4249946199826,123.044140476308,147.747262232591,"be212"
365,0.3922880995,0.001400497,42.0892228596357,88.0391244304043,25.1411513457392,51.7733932993992,122.737408740045,147.035657547325,"be202"
365,0.427950654,0.521240723,114.606994436392,88.3679832770316,26.7803611640879,53.443768018486,122.360743417506,146.485518341059,"be213"
365,0.4636132085,0,75.6690188754914,88.9380715320791,28.7020539085322,54.6413493475695,121.96521875415,145.460995048147,"be222"
365,0.499275763,0,73.0961275957871,89.7464758023023,29.9733709542025,55.7950828931273,121.953631189978,144.364462072031,"be232"
365,0.5349383175,0.100172688,83.8031367373695,90.2452020300983,31.3494641108454,57.1906903218903,121.908021627676,143.826199042227,"be242"
365,0.570600872,0.097900501,72.6147370450266,90.7749668211611,32.59095709059,57.5324595169226,122.237851058258,144.115380574131,"be252"
365,0.6062634265,0.161549929,87.3847723303344,91.3175387590447,33.5214387544398,58.8142896586613,122.176206534554,143.894617835113,"be262"
365,0.641925981,0.027212924,91.4812775394335,91.759825722132,33.747417259404,59.098194051339,122.566954160392,144.278235300588,"be272"
365,0.6775885355,0.038631376,69.7940586280103,92.2589413051637,34.6833244140937,59.55567303246,123.537837934276,144.959777652866,"be282"
365,0.71325109,0.055907766,64.6825508609248,92.6672240643245,34.7533502016593,60.3121706854711,124.106975493338,146.042537512242,"be292"
365,0.7489136445,0.127707312,86.6994755330013,93.6651661229494,34.4707211505976,59.9660382651979,125.698632599352,148.048965541405,"be32"
365,0.784576199,0.290718668,41.883222309447,93.7862756064297,34.6499988253702,60.1344768867179,126.408269201277,149.409434375407,"be302"
365,0.8202387535,0.07153672,139.117779889373,94.2727343838324,33.1369907069701,59.6268847139238,127.534489465357,151.541869291968,"be42"
365,0.855901308,0.004747648,63.9065928225897,95.0334329574176,33.0392347986451,59.2869225380325,129.229994140068,153.975497596127,"be52"
365,0.8915638625,0.01467517,49.8981685569708,95.4931927347275,31.6005715051429,58.8467265525183,130.797523775142,156.071880014554,"be62"
365,0.927226417,0.00245264,134.032147963155,95.8807867800078,30.58191424804,58.4970388351453,132.404334568894,158.233755785444,"be72"
365,0.9628889715,0,67.3112250518556,96.6887925977928,28.79745755376,57.5166915074313,134.839414543201,160.561184075931,"be82"
365,0.998551526,0.021666845,95.0979757675994,97.1005014805405,27.3612217129424,57.2902485791433,136.107517480194,164.205667889673,"be92"
